Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
918285547,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,19
918292655,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1A
918299699,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1B
918306570,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1C
918313704,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1D
918320696,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1E
918327586,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1F
918334697,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,10
918341716,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,11
918348706,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,12
918355703,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,13
918362735,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,14
918369650,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,15
918376668,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,16
918383773,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,17
918390668,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,18
918397748,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,19
918404761,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1A
918412667,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1B
918418931,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1C
918425647,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1D
918432782,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1E
918439817,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1F
918446662,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,10
918453721,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,11
918460759,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,12
918467887,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,13
918474744,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,14
918481824,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,15
918488714,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,16
918495787,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,17
918502783,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,18
918509719,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,19
918516823,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1A
918523872,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1B
918530769,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1C
918537901,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1D
918544762,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1E
918552862,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1F
918558886,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,10
918565723,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,11
918572890,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,12
918579868,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,13
918586735,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,14
918594064,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,15
918600892,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,16
918607800,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,17
918614823,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,18
918621964,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,19
918628785,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1A
918635876,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1B
918642933,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1C
918649839,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1D
918656872,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1E
918663901,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1F
918670890,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,10
918677919,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,11
918684785,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,12
918693143,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,13
918698947,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,14
