Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
11251272,00000488,false,Rx,0,8,96,36,36,80,A6,00,00,B0,
11252211,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
11252540,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11252711,000005A0,false,Rx,0,8,7F,00,00,D0,32,00,00,30,
11255040,00000588,false,Rx,0,8,E9,78,80,04,62,00,00,00,
11259085,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
11261008,00000288,false,Rx,0,8,8F,54,D0,00,00,56,7C,00,
11261256,00000380,false,Rx,0,8,00,4E,00,06,00,00,00,00,
11265073,00000480,false,Rx,0,8,ED,20,51,02,19,06,00,81,
11266162,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
11266410,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11266664,000005A0,false,Rx,0,8,7F,00,00,7E,40,00,00,30,
11268510,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11268833,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
11270509,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
11270534,00000050,false,Rx,0,4,00,00,F0,F0,00,00,00,00,
11270550,00000520,false,Rx,0,8,02,04,01,42,00,75,34,04,
11271054,00000280,false,Rx,0,8,01,32,08,0E,32,00,2F,32,
11271255,00000488,false,Rx,0,8,E6,32,32,80,A6,00,00,C0,
11273268,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
11275059,00000588,false,Rx,0,8,E9,78,80,09,62,00,00,00,
11280085,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
11280337,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11280591,000005A0,false,Rx,0,8,7F,00,00,2C,4E,00,00,30,
11281064,00000288,false,Rx,0,8,DE,54,D0,00,00,56,7D,00,
11281316,00000380,false,Rx,0,8,00,4E,00,02,00,00,00,00,
11285053,00000480,false,Rx,0,8,ED,20,57,02,19,06,00,87,
11287200,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
11290539,00000050,false,Rx,0,4,00,00,00,00,00,00,00,00,
11291015,00000280,false,Rx,0,8,01,34,F0,0D,34,00,2F,34,
11291266,00000488,false,Rx,0,8,F6,34,34,80,A6,00,00,D0,
11293108,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11294273,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
11294546,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11294792,000005A0,false,Rx,0,8,7F,00,00,DA,5B,00,00,30,
11295041,00000588,false,Rx,0,8,E9,78,80,86,62,00,00,00,
11301053,00000288,false,Rx,0,8,DE,54,D0,00,00,56,7D,00,
11301299,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
11301553,00000380,false,Rx,0,8,00,4E,00,04,00,00,00,00,
11305059,00000480,false,Rx,0,8,ED,20,5E,02,19,06,00,8E,
11308190,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
11308436,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11308690,000005A0,false,Rx,0,8,7F,00,00,88,69,00,00,30,
11310567,00000050,false,Rx,0,4,00,00,10,10,00,00,00,00,
11310999,00000280,false,Rx,0,8,01,39,B8,0D,39,00,2F,39,
11311255,00000488,false,Rx,0,8,C6,39,39,80,A6,00,00,E0,
11314996,00000588,false,Rx,0,8,E9,78,80,8E,62,00,00,00,
11315249,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
11317705,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11321062,00000288,false,Rx,0,8,DE,54,D0,00,00,56,7C,00,
11321308,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
11322169,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
11322415,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11322669,000005A0,false,Rx,0,8,7F,00,00,36,77,00,00,30,
11325042,00000480,false,Rx,0,8,ED,20,65,02,19,06,00,B5,
11330652,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
11330676,00000050,false,Rx,0,4,00,00,20,20,00,00,00,00,
11331121,00000280,false,Rx,0,8,01,37,C4,0D,37,00,2F,38,
11331364,00000488,false,Rx,0,8,D6,38,38,80,A6,00,00,F0,
11335017,00000588,false,Rx,0,8,E9,78,80,03,62,00,00,00,
11336260,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
11336519,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11336766,000005A0,false,Rx,0,8,7F,00,00,E4,84,00,00,30,
11341025,00000288,false,Rx,0,8,0C,54,D0,00,00,56,7C,00,
11341276,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
11341830,00000570,false,Rx,0,4,87,00,C2,DD,00,00,00,00,
11343139,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
11343391,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11345080,00000480,false,Rx,0,8,19,20,6C,02,19,06,00,48,
11350687,00000050,false,Rx,0,4,00,00,30,30,00,00,00,00,
11350714,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
11350731,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11350748,000005A0,false,Rx,0,8,7F,00,00,92,92,00,00,30,
11351031,00000280,false,Rx,0,8,01,38,C0,0D,38,00,2F,38,
11351285,00000488,false,Rx,0,8,26,38,38,80,A6,00,00,00,
11355025,00000588,false,Rx,0,8,E9,78,80,81,62,00,00,00,
11357248,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
11361063,00000288,false,Rx,0,8,0C,54,D0,00,00,56,7C,00,
11361310,00000380,false,Rx,0,8,00,4E,00,09,00,00,00,00,
11364214,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
11364461,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11364715,000005A0,false,Rx,0,8,7F,00,00,40,A0,00,00,30,
11365038,00000480,false,Rx,0,8,19,20,73,02,19,06,00,57,
11368778,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11369109,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
11370786,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
11370813,00000050,false,Rx,0,4,00,00,40,40,00,00,00,00,
11371063,00000280,false,Rx,0,8,01,39,B0,0D,39,00,2F,39,
11371274,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
11371645,00000488,false,Rx,0,8,36,39,39,80,A6,00,00,10,
11375026,00000588,false,Rx,0,8,E9,78,80,84,62,00,00,00,
11378309,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
11378568,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11378739,000005A0,false,Rx,0,8,7F,00,00,EE,AD,00,00,30,
11381035,00000288,false,Rx,0,8,0C,54,D0,00,00,56,7C,00,
11381286,00000380,false,Rx,0,8,00,4E,00,09,00,00,00,00,
11385025,00000480,false,Rx,0,8,19,20,79,02,19,06,00,5D,
11385275,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
11390789,00000050,false,Rx,0,4,00,00,50,50,00,00,00,00,
11390990,00000280,false,Rx,0,8,01,36,C8,0D,36,00,2F,36,
11391237,00000488,false,Rx,0,8,06,36,36,80,A6,00,00,20,
11392324,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
11392578,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11392824,000005A0,false,Rx,0,8,7F,00,00,9C,BB,00,00,30,
11393149,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11394996,00000588,false,Rx,0,8,E9,78,80,06,62,00,00,00,
11399184,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
11401032,00000288,false,Rx,0,8,0C,54,D0,00,00,56,7C,00,
11401278,00000380,false,Rx,0,8,00,4E,00,07,00,00,00,00,
11405017,00000480,false,Rx,0,8,19,20,7F,02,19,06,00,5B,
11406254,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
11406507,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11406753,000005A0,false,Rx,0,8,7F,00,00,4A,C9,00,00,30,
11410858,00000050,false,Rx,0,4,00,00,60,60,00,00,00,00,
11410981,00000280,false,Rx,0,8,01,34,E0,0D,34,00,2F,34,
11411238,00000488,false,Rx,0,8,16,34,34,80,A6,00,00,30,
11413335,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
11415103,00000588,false,Rx,0,8,E9,79,80,06,62,00,00,00,
11417704,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11417989,00000420,false,Rx,0,8,06,78,79,44,00,00,FF,00,
11420208,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
11420458,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11420712,000005A0,false,Rx,0,8,7F,00,00,F8,D6,00,00,30,
11421035,00000288,false,Rx,0,8,75,54,D0,00,00,56,7D,00,
11421286,00000380,false,Rx,0,8,00,4E,00,04,00,00,00,00,
11425025,00000480,false,Rx,0,8,53,20,85,02,19,06,00,EB,
11427247,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
11430816,00000050,false,Rx,0,4,00,00,70,70,00,00,00,00,
11431007,00000280,false,Rx,0,8,01,37,C0,0D,37,00,2F,37,
11431260,00000488,false,Rx,0,8,66,37,37,80,A6,00,00,40,
11434339,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
11434598,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11434844,000005A0,false,Rx,0,8,7F,00,00,A6,E4,00,00,30,
11435095,00000588,false,Rx,0,8,E9,79,80,88,62,00,00,00,
11441024,00000288,false,Rx,0,8,75,54,D0,00,00,56,7C,00,
11441274,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
11441528,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
11441699,00000570,false,Rx,0,4,87,00,C2,DD,00,00,00,00,
11443087,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11445008,00000480,false,Rx,0,8,53,20,8C,02,19,06,00,E2,
11448312,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
11448508,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11448754,000005A0,false,Rx,0,8,7F,00,00,54,F2,00,00,30,
11450865,00000050,false,Rx,0,4,00,00,80,80,00,00,00,00,
11451055,00000280,false,Rx,0,8,01,38,B0,0D,38,00,2F,38,
11451233,00000488,false,Rx,0,8,76,38,38,80,A6,00,00,50,
11455050,00000588,false,Rx,0,8,E9,79,80,84,62,00,00,00,
11455296,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
11461064,00000288,false,Rx,0,8,75,54,D0,00,00,56,7C,00,
11461259,00000380,false,Rx,0,8,00,4E,00,06,00,00,00,00,
11462270,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
11462524,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11462770,000005A0,false,Rx,0,8,7F,00,00,02,00,00,00,30,
11464992,00000480,false,Rx,0,8,53,20,92,02,19,06,00,FC,
11467064,00000580,false,Rx,0,8,05,04,07,7C,5A,A0,28,FF,
11468378,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11468632,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
11468953,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
11469281,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
11470978,00000520,false,Rx,0,8,51,67,01,42,00,75,34,04,
11471006,00000050,false,Rx,0,4,00,00,90,90,00,00,00,00,
11471022,00000280,false,Rx,0,8,01,36,C4,0D,36,00,2F,36,
11471282,00000488,false,Rx,0,8,46,36,36,80,A6,00,00,60,
11475020,00000588,false,Rx,0,8,E9,79,80,05,62,00,00,00,
11476407,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
11476591,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11476837,000005A0,false,Rx,0,8,7F,00,00,B0,0D,00,00,30,
11481025,00000288,false,Rx,0,8,75,54,D0,00,00,56,7C,00,
11481276,00000380,false,Rx,0,8,00,4E,00,05,00,00,00,00,
11483266,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
11485036,00000480,false,Rx,0,8,53,20,98,02,19,06,00,F6,
11490967,00000050,false,Rx,0,4,00,00,A0,A0,00,00,00,00,
11490989,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
11491007,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11491023,000005A0,false,Rx,0,8,7F,00,00,5E,1B,00,00,30,
11491039,00000280,false,Rx,0,8,01,35,C8,0D,35,00,2F,35,
11491219,00000488,false,Rx,0,8,56,35,35,80,A6,00,00,70,
11493213,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11495022,00000588,false,Rx,0,8,E9,79,80,01,62,00,00,00,
11497321,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
11500983,00000288,false,Rx,0,8,75,54,D0,00,00,56,7C,00,
11501234,00000380,false,Rx,0,8,00,4E,00,05,00,00,00,00,
11504286,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
11504542,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11504788,000005A0,false,Rx,0,8,7F,00,00,0C,29,00,00,30,
11505039,00000480,false,Rx,0,8,A4,20,9E,02,19,06,00,07,
11511029,00000050,false,Rx,0,4,00,00,B0,B0,00,00,00,00,
11511052,00000280,false,Rx,0,8,01,35,C8,0D,35,00,2F,35,
11511238,00000488,false,Rx,0,8,A6,35,35,80,A6,00,00,80,
11511484,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
11515069,00000588,false,Rx,0,8,E9,79,80,00,62,00,00,00,
11517821,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11518368,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
11518628,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11518875,000005A0,false,Rx,0,8,7F,00,00,BA,36,00,00,30,
11521019,00000288,false,Rx,0,8,8F,54,D0,00,00,56,7C,00,
11521271,00000380,false,Rx,0,8,00,4E,00,05,00,00,00,00,
11525008,00000480,false,Rx,0,8,A4,20,A4,02,19,06,00,3D,
11525335,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
11531039,00000050,false,Rx,0,4,00,00,C0,C0,00,00,00,00,
11531061,00000280,false,Rx,0,8,01,34,CC,0D,34,00,2F,34,
11531234,00000488,false,Rx,0,8,B6,34,34,80,A6,00,00,90,
11532395,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
11532649,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11532894,000005A0,false,Rx,0,8,7F,00,00,68,44,00,00,30,
11535132,00000588,false,Rx,0,8,E9,79,80,01,62,00,00,00,
11539235,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
11541008,00000288,false,Rx,0,8,8F,54,D0,00,00,56,7C,00,
11541254,00000380,false,Rx,0,8,00,4E,00,05,00,00,00,00,
11541732,00000570,false,Rx,0,4,87,00,C2,DD,00,00,00,00,
11543051,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11545070,00000480,false,Rx,0,8,A4,20,AA,02,19,06,00,33,
11546320,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
11546574,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11546820,000005A0,false,Rx,0,8,7F,00,00,16,52,00,00,30,
11551039,00000050,false,Rx,0,4,00,00,D0,D0,00,00,00,00,
11551061,00000280,false,Rx,0,8,01,37,AC,0D,37,00,2F,37,
11551254,00000488,false,Rx,0,8,86,37,37,80,A6,00,00,A0,
11553425,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
11555047,00000588,false,Rx,0,8,E9,79,80,88,62,00,00,00,
11560295,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
11560550,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11560796,000005A0,false,Rx,0,8,7F,00,00,C4,5F,00,00,30,
11561046,00000288,false,Rx,0,8,8F,54,D0,00,00,56,7C,00,
11561297,00000380,false,Rx,0,8,00,4E,00,0E,00,00,00,00,
11565039,00000480,false,Rx,0,8,A4,20,B1,02,19,06,00,28,
11567334,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
11568803,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11569132,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
11569454,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
11571135,00000050,false,Rx,0,4,00,00,E0,E0,00,00,00,00,
11571163,00000280,false,Rx,0,8,01,3D,6C,0D,3D,00,2F,3D,
11571304,00000488,false,Rx,0,8,96,3D,3D,80,A6,00,00,B0,
11574455,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
11574670,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11574917,000005A0,false,Rx,0,8,7F,00,00,72,6D,00,00,30,
11575164,00000588,false,Rx,0,8,E9,7A,80,90,62,00,00,00,
11581060,00000288,false,Rx,0,8,DE,54,D0,00,00,56,7C,00,
11581238,00000380,false,Rx,0,8,00,4E,00,0E,00,00,00,00,
11581484,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
11584991,00000480,false,Rx,0,8,ED,20,B8,02,19,06,00,68,
11588350,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
11588609,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11588855,000005A0,false,Rx,0,8,7F,00,00,20,7B,00,00,30,
11591129,00000050,false,Rx,0,4,00,00,F0,F0,00,00,00,00,
11591153,00000280,false,Rx,0,8,01,3D,6C,0D,3D,00,2F,3D,
11591255,00000488,false,Rx,0,8,E6,3D,3D,80,A6,00,00,C0,
11594009,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11595021,00000588,false,Rx,0,8,E9,7A,80,00,62,00,00,00,
11595420,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
11601053,00000288,false,Rx,0,8,DE,54,D0,00,00,56,7C,00,
11601303,00000380,false,Rx,0,8,00,4E,00,0B,00,00,00,00,
11602311,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
11602569,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11602815,000005A0,false,Rx,0,8,7F,00,00,CE,88,00,00,30,
11605035,00000480,false,Rx,0,8,ED,20,BF,02,19,06,00,6F,
11609300,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
11609558,00000050,false,Rx,0,4,00,00,00,00,00,00,00,00,
11611223,00000280,false,Rx,0,8,01,3A,90,0D,3A,00,2F,3A,
11611249,00000488,false,Rx,0,8,F6,3A,3A,80,A6,00,00,D0,
11615026,00000588,false,Rx,0,8,E9,7A,80,09,62,00,00,00,
11616437,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
11616692,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11616938,000005A0,false,Rx,0,8,7F,00,00,7C,96,00,00,30,
11617725,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11618049,00000420,false,Rx,0,8,06,78,79,44,00,00,FF,00,
11621033,00000288,false,Rx,0,8,DE,54,D0,00,00,56,7C,00,
11621279,00000380,false,Rx,0,8,00,4E,00,0B,00,00,00,00,
11623352,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
11625047,00000480,false,Rx,0,8,ED,20,C6,02,19,06,00,16,
11629545,00000050,false,Rx,0,4,00,00,10,10,00,00,00,00,
11631274,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
11631308,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11631324,000005A0,false,Rx,0,8,7F,00,00,2A,A4,00,00,30,
11631340,00000280,false,Rx,0,8,01,39,A0,0D,39,00,2F,39,
11631356,00000488,false,Rx,0,8,C6,39,39,80,A6,00,00,E0,
11635042,00000588,false,Rx,0,8,E9,7A,80,04,62,00,00,00,
11637415,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
11641006,00000288,false,Rx,0,8,DE,54,D0,00,00,56,7C,00,
11641259,00000380,false,Rx,0,8,00,4E,00,0A,00,00,00,00,
11641737,00000570,false,Rx,0,4,87,00,C2,DD,00,00,00,00,
11643128,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11644364,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
11644618,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11644863,000005A0,false,Rx,0,8,7F,00,00,D8,B1,00,00,30,
11645117,00000480,false,Rx,0,8,ED,20,CD,02,19,06,00,1D,
11649616,00000050,false,Rx,0,4,00,00,20,20,00,00,00,00,
11651364,00000280,false,Rx,0,8,01,39,A8,0D,39,00,2F,39,
11651390,00000488,false,Rx,0,8,D6,39,39,80,A6,00,00,F0,
11651558,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
11655038,00000588,false,Rx,0,8,E9,7A,80,02,62,00,00,00,
11658415,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
11658674,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11658920,000005A0,false,Rx,0,8,7F,00,00,86,BF,00,00,30,
11660987,00000288,false,Rx,0,8,0C,54,D0,00,00,56,7C,00,
11661241,00000380,false,Rx,0,8,00,4E,00,09,00,00,00,00,
11665053,00000480,false,Rx,0,8,19,20,D4,02,19,06,00,F0,
11665379,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
11668207,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11668542,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
11668788,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
11669113,00000520,false,Rx,0,8,0C,88,01,42,00,75,34,04,
11669747,00000050,false,Rx,0,4,00,00,30,30,00,00,00,00,
11671431,00000280,false,Rx,0,8,01,37,B8,0D,37,00,2F,37,
11671454,00000488,false,Rx,0,8,26,37,37,80,A6,00,00,00,
11672570,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
11672816,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11673063,000005A0,false,Rx,0,8,7F,00,00,34,CD,00,00,30,
11675059,00000588,false,Rx,0,8,E9,7B,80,04,62,00,00,00,
11679325,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
11681022,00000288,false,Rx,0,8,0C,54,D0,00,00,56,7C,00,
11681268,00000380,false,Rx,0,8,00,4E,00,09,00,00,00,00,
11685008,00000480,false,Rx,0,8,19,20,DB,02,19,06,00,FF,
11686393,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
11686648,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11686893,000005A0,false,Rx,0,8,7F,00,00,E2,DA,00,00,30,
11689648,00000050,false,Rx,0,4,00,00,40,40,00,00,00,00,
11691457,00000280,false,Rx,0,8,01,39,A0,0D,39,00,2F,39,
11691484,00000488,false,Rx,0,8,36,39,39,80,A6,00,00,10,
11693105,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11693453,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
11694999,00000588,false,Rx,0,8,E9,7B,80,86,62,00,00,00,
11700399,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
11700654,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11700900,000005A0,false,Rx,0,8,7F,00,00,90,E8,00,00,30,
11701074,00000288,false,Rx,0,8,0C,54,D0,00,00,56,7C,00,
11701327,00000380,false,Rx,0,8,00,4E,00,0A,00,00,00,00,
11704992,00000480,false,Rx,0,8,19,20,E2,02,19,06,00,C6,
11707439,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
11709665,00000050,false,Rx,0,4,00,00,50,50,00,00,00,00,
11711475,00000280,false,Rx,0,8,01,39,98,0D,39,00,2F,3A,
11711507,00000488,false,Rx,0,8,06,3A,3A,80,A6,00,00,20,
11714497,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
11714747,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11714996,000005A0,false,Rx,0,8,7F,00,00,3E,F6,00,00,30,
11715245,00000588,false,Rx,0,8,E9,7B,80,82,62,00,00,00,
11717928,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11721019,00000288,false,Rx,0,8,0C,54,D0,00,00,56,7C,00,
11721271,00000380,false,Rx,0,8,00,4E,00,0A,00,00,00,00,
11721525,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
11725025,00000480,false,Rx,0,8,19,20,E9,02,19,06,00,CD,
11728455,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
11728639,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11728885,000005A0,false,Rx,0,8,7F,00,00,EC,03,00,00,30,
11729740,00000050,false,Rx,0,4,00,00,60,60,00,00,00,00,
11731500,00000280,false,Rx,0,8,01,39,9C,0D,39,00,2F,39,
11731528,00000488,false,Rx,0,8,16,39,39,80,A6,00,00,30,
11735063,00000588,false,Rx,0,8,E9,7B,80,01,62,00,00,00,
11735507,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
11740980,00000288,false,Rx,0,8,0C,54,D0,00,00,56,7C,00,
11741232,00000380,false,Rx,0,8,00,4E,00,0A,00,00,00,00,
11742239,00000570,false,Rx,0,4,87,00,C2,DD,00,00,00,00,
11742496,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
11742742,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11742989,000005A0,false,Rx,0,8,7F,00,00,9A,11,00,00,30,
11743772,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11745009,00000480,false,Rx,0,8,53,20,F0,02,19,06,00,9E,
11749425,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
11749756,00000050,false,Rx,0,4,00,00,70,70,00,00,00,00,
11751502,00000280,false,Rx,0,8,01,39,9C,0D,39,00,2F,39,
11751529,00000488,false,Rx,0,8,66,39,39,80,A6,00,00,40,
11755053,00000588,false,Rx,0,8,E9,7C,80,00,62,00,00,00,
11756507,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
11756760,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11757008,000005A0,false,Rx,0,8,7F,00,00,48,1F,00,00,30,
11761041,00000288,false,Rx,0,8,75,54,D0,00,00,56,7C,00,
11761217,00000380,false,Rx,0,8,00,4E,00,0A,00,00,00,00,
11763437,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
11764983,00000480,false,Rx,0,8,53,20,F7,02,19,06,00,99,
11768340,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11768598,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
11768919,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
11769776,00000050,false,Rx,0,4,00,00,80,80,00,00,00,00,
11771531,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
11771558,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
