Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
11868815,000005A0,false,Rx,0,8,7F,00,00,22,FC,00,00,30,
11871704,00000588,false,Rx,0,8,E9,84,80,87,63,00,00,00,
11874919,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
11877677,00000288,false,Rx,0,8,75,53,D0,00,00,56,7C,00,
11877928,00000380,false,Rx,0,8,00,4E,00,14,00,00,00,00,
11881772,00000480,false,Rx,0,8,53,20,C9,07,19,06,00,A2,
11882029,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
11882280,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11884106,000005A0,false,Rx,0,8,7F,00,00,D0,09,00,00,30,
11884131,00000570,false,Rx,0,4,87,00,7A,5D,00,00,00,00,
11884710,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11887740,00000280,false,Rx,0,8,01,45,A0,0C,45,00,30,45,
11887877,00000488,false,Rx,0,8,76,45,45,80,A6,00,00,50,
11888352,00000050,false,Rx,0,4,00,00,80,80,00,00,00,00,
11888986,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
11891665,00000588,false,Rx,0,8,E9,85,80,96,63,00,00,00,
11895783,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
11896038,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11896289,000005A0,false,Rx,0,8,7F,00,00,7E,17,00,00,30,
11897677,00000288,false,Rx,0,8,75,53,D0,00,00,56,7C,00,
11897928,00000380,false,Rx,0,8,00,4E,00,27,00,00,00,00,
11901665,00000480,false,Rx,0,8,53,20,D3,07,19,06,00,B8,
11904139,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
11907791,00000280,false,Rx,0,8,01,56,38,0C,56,00,30,57,
11908224,00000488,false,Rx,0,8,47,57,56,80,A6,00,00,60,
11908244,00000050,false,Rx,0,4,00,00,90,90,00,00,00,00,
11909295,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11909554,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
11909875,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
11910125,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
11910376,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11910630,00000520,false,Rx,0,8,51,67,01,2F,80,75,34,04,
11910876,000005A0,false,Rx,0,8,7F,00,00,2C,25,00,00,30,
11911658,00000588,false,Rx,0,8,E9,85,80,9A,63,00,00,00,
11916838,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
11917701,00000288,false,Rx,0,8,75,53,D0,00,00,56,7C,00,
11917952,00000380,false,Rx,0,8,00,4E,00,29,00,00,00,00,
11921688,00000480,false,Rx,0,8,53,20,DD,07,19,06,00,B6,
11924192,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
11924218,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11924354,000005A0,false,Rx,0,8,7F,00,00,DA,32,00,00,30,
11927647,00000280,false,Rx,0,8,01,57,58,0C,57,00,30,59,
11927895,00000488,false,Rx,0,8,57,59,58,80,A6,00,00,70,
11928070,00000050,false,Rx,0,4,00,00,A0,A0,00,00,00,00,
11930972,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
11931685,00000588,false,Rx,0,8,E9,86,80,08,63,00,00,00,
11934595,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11937648,00000288,false,Rx,0,8,75,53,D0,00,00,56,7C,00,
11937895,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
11938149,00000380,false,Rx,0,8,00,4E,00,29,00,00,00,00,
11938396,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11938651,000005A0,false,Rx,0,8,7F,00,00,88,40,00,00,30,
11941708,00000480,false,Rx,0,8,A4,20,E5,07,19,06,00,79,
11945077,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
11947649,00000280,false,Rx,0,8,01,4B,BC,0C,4B,00,30,4C,
11947899,00000488,false,Rx,0,8,A1,4C,4B,80,A6,00,00,80,
11948075,00000050,false,Rx,0,4,00,00,B0,B0,00,00,00,00,
11951665,00000588,false,Rx,0,8,E9,87,80,19,63,00,00,00,
11951991,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
11952240,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11952415,000005A0,false,Rx,0,8,7F,00,00,36,4E,00,00,30,
11957670,00000288,false,Rx,0,8,8F,53,D0,00,00,56,7C,00,
11957919,00000380,false,Rx,0,8,00,4E,00,1B,00,00,00,00,
11958630,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11958880,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
11961708,00000480,false,Rx,0,8,A4,20,EC,07,19,06,00,70,
11965951,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
11966142,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11966389,000005A0,false,Rx,0,8,7F,00,00,E4,5B,00,00,30,
11967634,00000280,false,Rx,0,8,01,40,10,0D,40,00,30,41,
11967881,00000488,false,Rx,0,8,B6,41,41,80,A6,00,00,90,
11968134,00000050,false,Rx,0,4,00,00,C0,C0,00,00,00,00,
11971718,00000588,false,Rx,0,8,E9,87,80,15,63,00,00,00,
11972957,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
11977683,00000288,false,Rx,0,8,8F,53,D0,00,00,56,7C,00,
11977929,00000380,false,Rx,0,8,00,4E,00,10,00,00,00,00,
11979883,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
11980140,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11980391,000005A0,false,Rx,0,8,7F,00,00,92,69,00,00,30,
11981706,00000480,false,Rx,0,8,A4,20,F2,07,19,06,00,6E,
11984301,00000570,false,Rx,0,4,87,00,7A,5D,00,00,00,00,
11984415,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
11986911,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
11987649,00000280,false,Rx,0,8,01,38,3C,0D,38,00,30,37,
11987896,00000488,false,Rx,0,8,89,37,38,80,A6,00,00,A0,
11988068,00000050,false,Rx,0,4,00,00,D0,D0,00,00,00,00,
11991657,00000588,false,Rx,0,8,E9,87,80,0B,63,00,00,00,
11993955,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
11994210,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
11994457,000005A0,false,Rx,0,8,7F,00,00,40,77,00,00,30,
11997670,00000288,false,Rx,0,8,8F,53,D0,00,00,56,7C,00,
11997917,00000380,false,Rx,0,8,00,4E,00,04,10,00,00,00,
12000896,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
12001686,00000480,false,Rx,0,8,A4,20,F7,07,19,06,00,6B,
12007714,00000280,false,Rx,0,8,01,2D,C4,0D,2D,00,31,2C,
12007902,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
12008164,00000488,false,Rx,0,8,97,2C,2D,80,A6,00,00,B0,
12008335,00000050,false,Rx,0,4,00,00,E0,E0,00,00,00,00,
12008589,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12008835,000005A0,false,Rx,0,8,7F,00,00,EE,84,00,00,30,
12009165,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12009485,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
12009814,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
12011663,00000588,false,Rx,0,8,E9,88,80,22,63,00,00,00,
12015023,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
12017701,00000288,false,Rx,0,8,DE,53,D0,00,00,56,7C,00,
12017947,00000380,false,Rx,0,8,00,4E,00,02,10,00,00,00,
12021688,00000480,false,Rx,0,8,ED,20,FC,07,19,06,00,29,
12021934,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
12022189,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12022435,000005A0,false,Rx,0,8,7F,00,00,9C,92,00,00,30,
12027689,00000280,false,Rx,0,8,01,2F,A4,0D,2F,00,31,2E,
12027894,00000488,false,Rx,0,8,E7,2E,2F,80,A6,00,00,C0,
12028144,00000050,false,Rx,0,4,00,00,F0,F0,00,00,00,00,
12029006,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
12031680,00000588,false,Rx,0,8,E9,88,80,88,63,00,00,00,
12033752,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12035897,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
12036151,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12036398,000005A0,false,Rx,0,8,7F,00,00,4A,A0,00,00,30,
12037712,00000288,false,Rx,0,8,DE,53,D0,00,00,56,7C,00,
12037964,00000380,false,Rx,0,8,00,4E,00,04,00,00,00,00,
12041703,00000480,false,Rx,0,8,ED,20,02,08,19,06,00,D8,
12044479,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
12047657,00000280,false,Rx,0,8,01,36,44,0D,36,00,31,35,
12047907,00000488,false,Rx,0,8,F5,35,36,80,A6,00,00,D0,
12048161,00000050,false,Rx,0,4,00,00,00,00,00,00,00,00,
12050008,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
12050254,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12050507,000005A0,false,Rx,0,8,7F,00,00,F8,AD,00,00,30,
12051726,00000588,false,Rx,0,8,E9,89,80,98,63,00,00,00,
12056902,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
12057691,00000288,false,Rx,0,8,DE,53,D0,00,00,56,7C,00,
12057937,00000380,false,Rx,0,8,00,4E,00,07,00,00,00,00,
12058574,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12058895,00000420,false,Rx,0,8,04,78,79,43,00,00,FF,00,
12061648,00000480,false,Rx,0,8,ED,20,08,08,19,06,00,D2,
12064529,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
12064553,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12064569,000005A0,false,Rx,0,8,7F,00,00,A6,BB,00,00,30,
12067740,00000280,false,Rx,0,8,01,38,20,0D,38,00,31,38,
12067871,00000488,false,Rx,0,8,C6,38,38,80,A6,00,00,E0,
12068199,00000050,false,Rx,0,4,00,00,10,10,00,00,00,00,
12071030,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
12071662,00000588,false,Rx,0,8,E9,89,80,89,63,00,00,00,
12077679,00000288,false,Rx,0,8,DE,53,D0,00,00,56,7C,00,
12077952,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
12078205,00000380,false,Rx,0,8,00,4E,00,0A,00,00,00,00,
12078381,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12078643,000005A0,false,Rx,0,8,7F,00,00,54,C9,00,00,30,
12081673,00000480,false,Rx,0,8,ED,20,0F,08,19,06,00,D5,
12084606,00000570,false,Rx,0,4,87,00,7A,5D,00,00,00,00,
12084631,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12084999,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
12087683,00000280,false,Rx,0,8,01,3B,FC,0C,3B,00,31,3B,
12087931,00000488,false,Rx,0,8,D6,3B,3B,80,A6,00,00,F0,
12088186,00000050,false,Rx,0,4,00,00,20,20,00,00,00,00,
12091697,00000588,false,Rx,0,8,E9,89,80,89,63,00,00,00,
12092103,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
12092351,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12092530,000005A0,false,Rx,0,8,7F,00,00,02,D7,00,00,30,
12097705,00000288,false,Rx,0,8,0C,53,D0,00,00,56,7C,00,
12097954,00000380,false,Rx,0,8,00,4E,00,11,00,00,00,00,
12098963,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
12101720,00000480,false,Rx,0,8,19,20,16,08,19,06,00,38,
12105999,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
12106194,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12106461,000005A0,false,Rx,0,8,7F,00,00,B0,E4,00,00,30,
12107727,00000280,false,Rx,0,8,01,41,CC,0C,41,00,30,41,
12107936,00000488,false,Rx,0,8,26,41,41,80,A6,00,00,00,
12108185,00000050,false,Rx,0,4,00,00,30,30,00,00,00,00,
12109272,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12109531,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
12109852,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
12110177,00000520,false,Rx,0,8,0C,88,01,2F,80,75,34,04,
12111648,00000588,false,Rx,0,8,E9,89,80,8C,63,00,00,00,
12113113,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
12117688,00000288,false,Rx,0,8,0C,53,D0,00,00,56,7C,00,
12117939,00000380,false,Rx,0,8,00,4E,00,11,00,00,00,00,
12119933,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
12120188,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12120439,000005A0,false,Rx,0,8,7F,00,00,5E,F2,00,00,30,
12121681,00000480,false,Rx,0,8,19,20,1E,08,19,06,00,30,
12126988,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
12127634,00000280,false,Rx,0,8,01,4A,A4,0C,4A,00,31,4B,
12127880,00000488,false,Rx,0,8,37,4B,4A,80,A6,00,00,10,
12128210,00000050,false,Rx,0,4,00,00,40,40,00,00,00,00,
12131648,00000588,false,Rx,0,8,E9,8A,80,8A,63,00,00,00,
12134095,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
12134341,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12134595,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12134841,000005A0,false,Rx,0,8,7F,00,00,0C,00,00,00,30,
12137672,00000288,false,Rx,0,8,0C,53,D0,00,00,56,7C,00,
12137918,00000380,false,Rx,0,8,00,4E,00,1A,00,00,00,00,
12140977,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
12141691,00000480,false,Rx,0,8,19,20,26,08,19,06,00,08,
12147702,00000280,false,Rx,0,8,01,46,D0,0C,46,00,31,47,
12147907,00000488,false,Rx,0,8,07,47,46,80,A6,00,00,20,
12148161,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
12148334,00000050,false,Rx,0,4,00,00,50,50,00,00,00,00,
12148588,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12148833,000005A0,false,Rx,0,8,7F,00,00,BA,0D,00,00,30,
12151663,00000588,false,Rx,0,8,E9,8A,80,0B,63,00,00,00,
12155098,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
12157640,00000288,false,Rx,0,8,0C,53,D0,00,00,56,7C,00,
12157955,00000380,false,Rx,0,8,00,4E,00,16,00,00,00,00,
12158681,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12161685,00000480,false,Rx,0,8,19,20,2D,08,19,06,00,03,
12162007,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
12162260,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12162514,000005A0,false,Rx,0,8,7F,00,00,68,1B,00,00,30,
12167738,00000280,false,Rx,0,8,01,3F,2C,0D,3F,00,31,3F,
12167921,00000488,false,Rx,0,8,16,3F,3F,80,A6,00,00,30,
12168324,00000050,false,Rx,0,4,00,00,60,60,00,00,00,00,
12169111,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
12171640,00000588,false,Rx,0,8,E9,8A,80,17,63,00,00,00,
12175981,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
12176233,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12176479,000005A0,false,Rx,0,8,7F,00,00,16,29,00,00,30,
12177701,00000288,false,Rx,0,8,75,53,D0,00,00,56,7C,00,
12177892,00000380,false,Rx,0,8,00,4E,00,07,00,00,00,00,
12181707,00000480,false,Rx,0,8,53,20,33,08,19,06,00,57,
12182646,00000570,false,Rx,0,4,87,00,7A,5D,00,00,00,00,
12183051,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
12184656,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12187640,00000280,false,Rx,0,8,01,39,30,0D,39,00,31,38,
12187902,00000488,false,Rx,0,8,67,38,39,80,A6,00,00,40,
12188302,00000050,false,Rx,0,4,00,00,70,70,00,00,00,00,
12190148,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
12190394,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12190572,000005A0,false,Rx,0,8,7F,00,00,C4,36,00,00,30,
12191653,00000588,false,Rx,0,8,E9,8B,80,01,63,00,00,00,
12196976,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
12197682,00000288,false,Rx,0,8,75,53,D0,00,00,56,7C,00,
12197934,00000380,false,Rx,0,8,00,4E,00,05,00,00,00,00,
12201671,00000480,false,Rx,0,8,53,20,39,08,19,06,00,5D,
12204786,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
12204812,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12204830,000005A0,false,Rx,0,8,7F,00,00,72,44,00,00,30,
12207678,00000280,false,Rx,0,8,01,37,44,0D,37,00,31,37,
12207924,00000488,false,Rx,0,8,76,37,37,80,A6,00,00,50,
12208330,00000050,false,Rx,0,4,00,00,80,80,00,00,00,00,
12209193,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12209522,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
12209768,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
12211160,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
12211637,00000588,false,Rx,0,8,E9,8B,80,05,63,00,00,00,
12217648,00000288,false,Rx,0,8,75,53,D0,00,00,56,7C,00,
12217894,00000380,false,Rx,0,8,00,4E,00,02,00,00,00,00,
12218150,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
12218396,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12218649,000005A0,false,Rx,0,8,7F,00,00,20,52,00,00,30,
12221708,00000480,false,Rx,0,8,53,20,3F,08,19,06,00,5B,
12225052,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
12227666,00000280,false,Rx,0,8,01,33,78,0D,33,00,31,33,
12227870,00000488,false,Rx,0,8,41,33,34,80,A6,00,00,60,
12228346,00000050,false,Rx,0,4,00,00,90,90,00,00,00,00,
12231632,00000588,false,Rx,0,8,E9,8C,80,0D,63,00,00,00,
12232113,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
12232363,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12232618,000005A0,false,Rx,0,8,7F,00,00,CE,5F,00,00,30,
12233852,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12237673,00000288,false,Rx,0,8,75,53,D0,00,00,56,7C,00,
12237924,00000380,false,Rx,0,8,00,4E,00,02,00,00,00,00,
12239085,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
12241688,00000480,false,Rx,0,8,53,20,45,08,19,06,00,21,
12246082,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
12246266,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12246520,000005A0,false,Rx,0,8,7F,00,00,7C,6D,00,00,30,
12247677,00000280,false,Rx,0,8,01,34,70,0D,34,00,31,34,
12247854,00000488,false,Rx,0,8,56,34,34,80,A6,00,00,70,
12248404,00000050,false,Rx,0,4,00,00,A0,A0,00,00,00,00,
12251691,00000588,false,Rx,0,8,E9,8C,80,82,63,00,00,00,
12253156,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
12257657,00000288,false,Rx,0,8,75,53,D0,00,00,56,7C,00,
12257908,00000380,false,Rx,0,8,00,4E,00,02,00,00,00,00,
12258692,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12259023,00000420,false,Rx,0,8,04,78,79,43,00,00,FF,00,
12260035,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
12260286,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12260540,000005A0,false,Rx,0,8,7F,00,00,2A,7B,00,00,30,
12261695,00000480,false,Rx,0,8,A4,20,4B,08,19,06,00,D8,
12267114,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
12267623,00000280,false,Rx,0,8,01,38,38,0D,38,00,31,38,
12267869,00000488,false,Rx,0,8,A6,38,38,80,A6,00,00,80,
12268423,00000050,false,Rx,0,4,00,00,B0,B0,00,00,00,00,
12271637,00000588,false,Rx,0,8,E9,8C,80,8E,63,00,00,00,
12274162,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
12274412,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12274667,000005A0,false,Rx,0,8,7F,00,00,D8,88,00,00,30,
12277648,00000288,false,Rx,0,8,8F,53,D0,00,00,56,7C,00,
12277899,00000380,false,Rx,0,8,00,4E,00,06,00,00,00,00,
12281043,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
12281700,00000480,false,Rx,0,8,A4,20,52,08,19,06,00,C1,
12282786,00000570,false,Rx,0,4,87,00,7A,5D,00,00,00,00,
12284862,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12287661,00000280,false,Rx,0,8,01,39,24,0D,39,00,31,39,
12287914,00000488,false,Rx,0,8,B6,39,39,80,A6,00,00,90,
12288162,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
12288413,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12288592,000005A0,false,Rx,0,8,7F,00,00,86,96,00,00,30,
12288763,00000050,false,Rx,0,4,00,00,C0,C0,00,00,00,00,
12291665,00000588,false,Rx,0,8,E9,8C,80,85,63,00,00,00,
12295175,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
12297630,00000288,false,Rx,0,8,8F,53,D0,00,00,56,7C,00,
12297881,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
12301692,00000480,false,Rx,0,8,A4,20,59,08,19,06,00,CA,
12302098,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
12302348,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12302527,000005A0,false,Rx,0,8,7F,00,00,34,A4,00,00,30,
12304930,00000580,false,Rx,0,8,07,04,07,7C,5A,A0,28,FF,
12307724,00000280,false,Rx,0,8,01,3A,20,0D,3A,00,31,3A,
12307920,00000488,false,Rx,0,8,86,3A,3A,80,A6,00,00,A0,
12308400,00000050,false,Rx,0,4,00,00,D0,D0,00,00,00,00,
12309187,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
12309434,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12309763,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
12310012,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
12310339,00000520,false,Rx,0,8,15,C0,01,2F,80,75,34,04,
12311659,00000588,false,Rx,0,8,E9,8D,80,81,63,00,00,00,
12316078,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
12316325,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12316579,000005A0,false,Rx,0,8,7F,00,00,E2,B1,00,00,30,
12317668,00000288,false,Rx,0,8,8F,53,D0,00,00,56,7C,00,
12317915,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
12321655,00000480,false,Rx,0,8,A4,20,60,08,19,06,00,F3,
12323120,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
12327721,00000280,false,Rx,0,8,01,3D,F4,0C,3D,00,31,3D,
12327910,00000488,false,Rx,0,8,96,3D,3D,80,A6,00,00,B0,
12328463,00000050,false,Rx,0,4,00,00,E0,E0,00,00,00,00,
12330183,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
12330438,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12330692,000005A0,false,Rx,0,8,7F,00,00,90,BF,00,00,30,
12331701,00000588,false,Rx,0,8,E9,8D,80,8B,63,00,00,00,
12334153,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12337058,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
12337692,00000288,false,Rx,0,8,DE,53,D0,00,00,56,7C,00,
12337938,00000380,false,Rx,0,8,00,4E,00,12,00,00,00,00,
12341672,00000480,false,Rx,0,8,ED,20,68,08,19,06,00,B2,
12345128,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
12345152,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12345168,000005A0,false,Rx,0,8,7F,00,00,3E,CD,00,00,30,
12347718,00000280,false,Rx,0,8,01,43,D0,0C,43,00,31,44,
12347856,00000488,false,Rx,0,8,E1,44,43,80,A6,00,00,C0,
12348485,00000050,false,Rx,0,4,00,00,F0,F0,00,00,00,00,
12351165,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
12351649,00000588,false,Rx,0,8,E9,8D,80,89,63,00,00,00,
12357658,00000288,false,Rx,0,8,DE,53,D0,00,00,56,7C,00,
12357909,00000380,false,Rx,0,8,00,4E,00,10,00,00,00,00,
12358160,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
12358410,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12358664,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12358910,000005A0,false,Rx,0,8,7F,00,00,EC,DA,00,00,30,
12361663,00000480,false,Rx,0,8,ED,20,6F,08,19,06,00,B5,
12365206,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
12367673,00000280,false,Rx,0,8,01,40,20,0D,40,00,31,41,
12367924,00000488,false,Rx,0,8,F6,41,41,80,A6,00,00,D0,
12368475,00000050,false,Rx,0,4,00,00,00,00,00,00,00,00,
12371688,00000588,false,Rx,0,8,E9,8E,80,14,63,00,00,00,
12372169,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
12372419,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12372674,000005A0,false,Rx,0,8,7F,00,00,9A,E8,00,00,30,
12377692,00000288,false,Rx,0,8,DE,53,D0,00,00,56,7C,00,
12377943,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
12379104,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
12381693,00000480,false,Rx,0,8,ED,20,76,08,19,06,00,AC,
12383266,00000570,false,Rx,0,4,87,00,7A,5D,00,00,00,00,
12385101,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
12386124,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
12386375,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
12386629,000005A0,false,Rx,0,8,7F,00,00,48,F6,00,00,30,
12387643,00000280,false,Rx,0,8,01,3A,30,0D,3A,00,31,3A,
12387889,00000488,false,Rx,0,8,C6,3A,3A,80,A6,00,00,E0,
12388444,00000050,false,Rx,0,4,00,00,10,10,00,00,00,00,
12391808,00000588,false,Rx,0,8,E9,8E,80,04,63,00,00,00,
